time,k_eff,phi_avg,burnup_avg,U235,U238,Pu239,Xe135,Sm149,fresh_pebbles_added,pebbles_discharged
0.0,0.981905171302986,8.947394218507794e+18,0.0,7.137242959061516e+18,1.4955889365895247e+20,0.0,0.0,0.0,0,0
1.0,1.4849000000000099,8.947394218507794e+18,8528.472661332888,7.137242959061452e+18,1.4955889365895243e+20,38707.2,1e+17,5000000000000000.0,325,325
2.0,1.477301000000006,8.947394218507794e+18,17056.945322665775,7.137242959061387e+18,1.495588936589524e+20,77414.4,1.5e+17,9950000000000000.0,325,325
3.0,1.4734529900000022,8.947394218507794e+18,25585.41798399866,7.137242959061323e+18,1.4955889365895237e+20,116121.59999999999,1.75e+17,1.48505e+16,325,325
4.0,1.4714809600999985,8.947394218507794e+18,34113.89064533155,7.137242959061258e+18,1.4955889365895234e+20,154828.8,1.875e+17,1.9701995e+16,325,325
5.0,1.4695099004989947,8.947394218507794e+18,42642.36330666444,7.137242959061194e+18,1.495588936589523e+20,193536.0,2e+17,2.450497505e+16,325,325
6.0,1.469414801494001,8.947394218507794e+18,51170.83596799733,7.137242959061129e+18,1.4955889365895227e+20,232243.2,2e+17,2.92599252995e+16,325,325
7.0,1.469320653479057,8.947394218507794e+18,59699.30862933022,7.137242959061065e+18,1.4955889365895224e+20,270950.4,2e+17,3.3967326046505e+16,325,325
8.0,1.4692274469442623,8.947394218507794e+18,68227.7812906631,7.137242959061e+18,1.495588936589522e+20,309657.60000000003,2e+17,3.862765278603995e+16,325,325
9.0,1.469135172474816,8.947394218507794e+18,76756.25395199598,7.137242959060936e+18,1.4955889365895217e+20,348364.80000000005,2e+17,4.324137625817955e+16,325,325
10.0,1.4690438207500636,8.947394218507794e+18,85284.72661332886,7.137242959060871e+18,1.4955889365895214e+20,387072.00000000006,2e+17,4.780896249559776e+16,325,325
11.0,1.4689533825425591,8.947394218507794e+18,93813.19927466175,7.137242959060807e+18,1.495588936589521e+20,425779.20000000007,2e+17,5.2330872870641784e+16,325,325
12.0,1.4688638487171293,8.947394218507794e+18,102341.67193599463,7.137242959060742e+18,1.4955889365895207e+20,464486.4000000001,2e+17,5.680756414193537e+16,325,325
