time,k_eff,phi_avg,burnup_avg,U235,U238,Pu239,Xe135,Sm149,fresh_pebbles_added,pebbles_discharged
0.0,0.9955907015288493,3.260640980147029e+18,0.0,1.586054475680049e+19,1.4094559731358419e+20,0.0,0.0,0.0,0,0
1.0,1.4849000000000026,3.260640980147029e+18,3107.975157781899,1.5860544756800455e+19,1.4094559731358417e+20,20889.6,1e+17,5000000000000000.0,325,325
2.0,1.4773010000000013,3.260640980147029e+18,6215.950315563798,1.586054475680042e+19,1.4094559731358415e+20,41779.2,1.5e+17,9950000000000000.0,325,325
3.0,1.4734529900000004,3.260640980147029e+18,9323.925473345696,1.5860544756800385e+19,1.4094559731358414e+20,62668.799999999996,1.75e+17,1.48505e+16,325,325
4.0,1.4714809600999998,3.260640980147029e+18,12431.900631127595,1.586054475680035e+19,1.4094559731358412e+20,83558.4,1.875e+17,1.9701995e+16,325,325
5.0,1.4695099004989987,3.260640980147029e+18,15539.875788909494,1.5860544756800315e+19,1.409455973135841e+20,104448.0,2e+17,2.450497505e+16,325,325
6.0,1.4694148014940078,3.260640980147029e+18,18647.850946691393,1.586054475680028e+19,1.4094559731358409e+20,125337.6,2e+17,2.92599252995e+16,325,325
7.0,1.4693206534790668,3.260640980147029e+18,21755.826104473294,1.5860544756800246e+19,1.4094559731358407e+20,146227.2,2e+17,3.3967326046505e+16,325,325
8.0,1.469227446944275,3.260640980147029e+18,24863.80126225519,1.586054475680021e+19,1.4094559731358405e+20,167116.80000000002,2e+17,3.862765278603995e+16,325,325
9.0,1.4691351724748316,3.260640980147029e+18,27971.776420037088,1.5860544756800176e+19,1.4094559731358404e+20,188006.40000000002,2e+17,4.324137625817955e+16,325,325
10.0,1.469043820750082,3.260640980147029e+18,31079.751577818985,1.5860544756800141e+19,1.4094559731358402e+20,208896.00000000003,2e+17,4.780896249559776e+16,325,325
11.0,1.4689533825425802,3.260640980147029e+18,34187.72673560088,1.5860544756800106e+19,1.40945597313584e+20,229785.60000000003,2e+17,5.2330872870641784e+16,325,325
12.0,1.4688638487171535,3.260640980147029e+18,37295.70189338278,1.5860544756800072e+19,1.4094559731358399e+20,250675.20000000004,2e+17,5.680756414193537e+16,325,325
13.0,1.468775210229981,3.260640980147029e+18,40403.677051164676,1.5860544756800037e+19,1.4094559731358397e+20,271564.80000000005,2e+17,6.123948850051602e+16,325,325
14.0,1.46868745812768,3.260640980147029e+18,43511.65220894657,1.5860544756800002e+19,1.4094559731358396e+20,292454.4,2e+17,6.5627093615510856e+16,325,325
15.0,1.4686005835464022,3.260640980147029e+18,46619.62736672847,1.5860544756799967e+19,1.4094559731358394e+20,313344.0,2e+17,6.997082267935574e+16,325,325
16.0,1.4685145777109372,3.260640980147029e+18,49727.60252451037,1.5860544756799932e+19,1.4094559731358392e+20,334233.6,2e+17,7.427111445256219e+16,325,325
17.0,1.4684294319338271,3.260640980147029e+18,52835.57768229226,1.5860544756799898e+19,1.409455973135839e+20,355123.19999999995,2e+17,7.852840330803658e+16,325,325
18.0,1.4683451376144876,3.260640980147029e+18,55943.55284007416,1.5860544756799863e+19,1.4094559731358389e+20,376012.79999999993,2e+17,8.274311927495621e+16,325,325
19.0,1.4682616862383415,3.260640980147029e+18,59051.52799785606,1.5860544756799828e+19,1.4094559731358387e+20,396902.3999999999,2e+17,8.691568808220664e+16,325,325
20.0,1.468179069375957,3.260640980147029e+18,62159.503155637954,1.5860544756799793e+19,1.4094559731358386e+20,417791.9999999999,2e+17,9.104653120138458e+16,325,325
21.0,1.4680972786821966,3.260640980147029e+18,65267.47831341985,1.5860544756799758e+19,1.4094559731358384e+20,438681.59999999986,2e+17,9.513606588937074e+16,325,325
22.0,1.4680163058953735,3.260640980147029e+18,68375.45347120175,1.5860544756799724e+19,1.4094559731358382e+20,459571.19999999984,2e+17,9.918470523047702e+16,325,325
23.0,1.4679361428364188,3.260640980147029e+18,71483.42862898365,1.5860544756799689e+19,1.4094559731358381e+20,480460.7999999998,2e+17,1.0319285817817226e+17,325,325
24.0,1.4678567814080532,3.260640980147029e+18,74591.40378676554,1.5860544756799654e+19,1.409455973135838e+20,501350.3999999998,2e+17,1.0716092959639053e+17,325,325
25.0,1.4677782135939716,3.260640980147029e+18,77699.37894454744,1.586054475679962e+19,1.4094559731358378e+20,522239.99999999977,2e+17,1.1108932030042662e+17,325,325
26.0,1.467700431458031,3.260640980147029e+18,80807.35410232934,1.5860544756799584e+19,1.4094559731358376e+20,543129.5999999997,2e+17,1.1497842709742235e+17,325,325
27.0,1.4676234271434492,3.260640980147029e+18,83915.32926011123,1.586054475679955e+19,1.4094559731358374e+20,564019.1999999997,2e+17,1.1882864282644813e+17,325,325
28.0,1.4675471928720139,3.260640980147029e+18,87023.30441789313,1.5860544756799515e+19,1.4094559731358373e+20,584908.7999999997,2e+17,1.2264035639818365e+17,325,325
29.0,1.4674717209432924,3.260640980147029e+18,90131.27957567503,1.586054475679948e+19,1.4094559731358371e+20,605798.3999999997,2e+17,1.2641395283420181e+17,325,325
30.0,1.4673970037338584,3.260640980147029e+18,93239.25473345692,1.5860544756799445e+19,1.409455973135837e+20,626687.9999999997,2e+17,1.3014981330585979e+17,325,325
