time,k_eff,phi_avg,burnup_avg,U235,U238,Pu239,Xe135,Sm149,fresh_pebbles_added,pebbles_discharged
0.0,0.9967829623486925,1.9979417770508754e+18,0.0,1.5860561397389492e+19,1.4094574519108733e+20,0.0,0.0,0.0,0,0
1.0,1.4849000000000026,1.9979417770508754e+18,1904.3945447031272,1.5860561397389457e+19,1.4094574519108731e+20,20889.6,1e+17,5000000000000000.0,325,325
2.0,1.4773010000000013,1.9979417770508754e+18,3808.7890894062543,1.5860561397389423e+19,1.409457451910873e+20,41779.2,1.5e+17,9950000000000000.0,325,325
3.0,1.4734529900000004,1.9979417770508754e+18,5713.183634109381,1.5860561397389388e+19,1.4094574519108728e+20,62668.799999999996,1.75e+17,1.48505e+16,325,325
4.0,1.4714809600999998,1.9979417770508754e+18,7617.578178812509,1.5860561397389353e+19,1.4094574519108726e+20,83558.4,1.875e+17,1.9701995e+16,325,325
5.0,1.4695099004989987,1.9979417770508754e+18,9521.972723515635,1.5860561397389318e+19,1.4094574519108724e+20,104448.0,2e+17,2.450497505e+16,325,325
6.0,1.4694148014940078,1.9979417770508754e+18,11426.367268218763,1.5860561397389283e+19,1.4094574519108723e+20,125337.6,2e+17,2.92599252995e+16,325,325
7.0,1.4693206534790668,1.9979417770508754e+18,13330.76181292189,1.5860561397389249e+19,1.4094574519108721e+20,146227.2,2e+17,3.3967326046505e+16,325,325
8.0,1.469227446944275,1.9979417770508754e+18,15235.156357625017,1.5860561397389214e+19,1.409457451910872e+20,167116.80000000002,2e+17,3.862765278603995e+16,325,325
9.0,1.4691351724748316,1.9979417770508754e+18,17139.550902328145,1.5860561397389179e+19,1.4094574519108718e+20,188006.40000000002,2e+17,4.324137625817955e+16,325,325
10.0,1.469043820750082,1.9979417770508754e+18,19043.94544703127,1.5860561397389144e+19,1.4094574519108716e+20,208896.00000000003,2e+17,4.780896249559776e+16,325,325
11.0,1.4689533825425802,1.9979417770508754e+18,20948.339991734396,1.586056139738911e+19,1.4094574519108714e+20,229785.60000000003,2e+17,5.2330872870641784e+16,325,325
12.0,1.4688638487171535,1.9979417770508754e+18,22852.73453643752,1.5860561397389074e+19,1.4094574519108713e+20,250675.20000000004,2e+17,5.680756414193537e+16,325,325
13.0,1.468775210229981,1.9979417770508754e+18,24757.129081140647,1.586056139738904e+19,1.4094574519108711e+20,271564.80000000005,2e+17,6.123948850051602e+16,325,325
14.0,1.46868745812768,1.9979417770508754e+18,26661.523625843773,1.5860561397389005e+19,1.409457451910871e+20,292454.4,2e+17,6.5627093615510856e+16,325,325
15.0,1.4686005835464022,1.9979417770508754e+18,28565.9181705469,1.586056139738897e+19,1.4094574519108708e+20,313344.0,2e+17,6.997082267935574e+16,325,325
16.0,1.4685145777109372,1.9979417770508754e+18,30470.312715250024,1.5860561397388935e+19,1.4094574519108706e+20,334233.6,2e+17,7.427111445256219e+16,325,325
17.0,1.4684294319338271,1.9979417770508754e+18,32374.70725995315,1.58605613973889e+19,1.4094574519108705e+20,355123.19999999995,2e+17,7.852840330803658e+16,325,325
18.0,1.4683451376144876,1.9979417770508754e+18,34279.101804656275,1.5860561397388866e+19,1.4094574519108703e+20,376012.79999999993,2e+17,8.274311927495621e+16,325,325
19.0,1.4682616862383415,1.9979417770508754e+18,36183.496349359404,1.586056139738883e+19,1.4094574519108701e+20,396902.3999999999,2e+17,8.691568808220664e+16,325,325
20.0,1.468179069375957,1.9979417770508754e+18,38087.89089406253,1.5860561397388796e+19,1.40945745191087e+20,417791.9999999999,2e+17,9.104653120138458e+16,325,325
21.0,1.4680972786821966,1.9979417770508754e+18,39992.28543876566,1.5860561397388761e+19,1.4094574519108698e+20,438681.59999999986,2e+17,9.513606588937074e+16,325,325
22.0,1.4680163058953735,1.9979417770508754e+18,41896.67998346879,1.5860561397388726e+19,1.4094574519108696e+20,459571.19999999984,2e+17,9.918470523047702e+16,325,325
23.0,1.4679361428364188,1.9979417770508754e+18,43801.07452817192,1.5860561397388691e+19,1.4094574519108695e+20,480460.7999999998,2e+17,1.0319285817817226e+17,325,325
24.0,1.4678567814080532,1.9979417770508754e+18,45705.46907287505,1.5860561397388657e+19,1.4094574519108693e+20,501350.3999999998,2e+17,1.0716092959639053e+17,325,325
25.0,1.4677782135939716,1.9979417770508754e+18,47609.86361757818,1.5860561397388622e+19,1.4094574519108692e+20,522239.99999999977,2e+17,1.1108932030042662e+17,325,325
26.0,1.467700431458031,1.9979417770508754e+18,49514.25816228131,1.5860561397388587e+19,1.409457451910869e+20,543129.5999999997,2e+17,1.1497842709742235e+17,325,325
27.0,1.4676234271434492,1.9979417770508754e+18,51418.65270698444,1.5860561397388552e+19,1.4094574519108688e+20,564019.1999999997,2e+17,1.1882864282644813e+17,325,325
28.0,1.4675471928720139,1.9979417770508754e+18,53323.04725168757,1.5860561397388517e+19,1.4094574519108687e+20,584908.7999999997,2e+17,1.2264035639818365e+17,325,325
29.0,1.4674717209432924,1.9979417770508754e+18,55227.441796390696,1.5860561397388483e+19,1.4094574519108685e+20,605798.3999999997,2e+17,1.2641395283420181e+17,325,325
30.0,1.4673970037338584,1.9979417770508754e+18,57131.836341093825,1.5860561397388448e+19,1.4094574519108683e+20,626687.9999999997,2e+17,1.3014981330585979e+17,325,325
31.0,1.4673230336965186,1.9979417770508754e+18,59036.230885796955,1.5860561397388413e+19,1.4094574519108682e+20,647577.5999999996,2e+17,1.338483151728012e+17,325,325
32.0,1.4672498033595522,1.9979417770508754e+18,60940.625430500084,1.5860561397388378e+19,1.409457451910868e+20,668467.1999999996,2e+17,1.3750983202107318e+17,325,325
33.0,1.4671773053259554,1.9979417770508754e+18,62845.01997520321,1.5860561397388343e+19,1.4094574519108678e+20,689356.7999999996,2e+17,1.4113473370086245e+17,325,325
34.0,1.467105532272695,1.9979417770508754e+18,64749.41451990634,1.5860561397388308e+19,1.4094574519108677e+20,710246.3999999996,2e+17,1.4472338636385382e+17,325,325
35.0,1.4670344769499668,1.9979417770508754e+18,66653.80906460946,1.5860561397388274e+19,1.4094574519108675e+20,731135.9999999995,2e+17,1.482761525002153e+17,325,325
36.0,1.4669641321804658,1.9979417770508754e+18,68558.2036093126,1.5860561397388239e+19,1.4094574519108674e+20,752025.5999999995,2e+17,1.5179339097521315e+17,325,325
37.0,1.4668944908586599,1.9979417770508754e+18,70462.59815401572,1.5860561397388204e+19,1.4094574519108672e+20,772915.1999999995,2e+17,1.5527545706546102e+17,325,325
38.0,1.466825545950072,1.9979417770508754e+18,72366.99269871885,1.586056139738817e+19,1.409457451910867e+20,793804.7999999995,2e+17,1.587227024948064e+17,325,325
39.0,1.4667572904905701,1.9979417770508754e+18,74271.38724342198,1.5860561397388134e+19,1.4094574519108669e+20,814694.3999999994,2e+17,1.6213547546985834e+17,325,325
40.0,1.4666897175856632,1.9979417770508754e+18,76175.78178812511,1.58605613973881e+19,1.4094574519108667e+20,835583.9999999994,2e+17,1.6551412071515974e+17,325,325
41.0,1.4666228204098053,1.9979417770508754e+18,78080.17633282824,1.5860561397388065e+19,1.4094574519108665e+20,856473.5999999994,2e+17,1.6885897950800816e+17,325,325
42.0,1.4665565922057058,1.9979417770508754e+18,79984.57087753137,1.586056139738803e+19,1.4094574519108664e+20,877363.1999999994,2e+17,1.7217038971292806e+17,325,325
43.0,1.466491026283648,1.9979417770508754e+18,81888.9654222345,1.5860561397387995e+19,1.4094574519108662e+20,898252.7999999993,2e+17,1.754486858157988e+17,325,325
